original sort,content,contains date,len,Type,Group ID
866,The Commanders released T Tyre Phillips. (Source: Adam Schefter on Twitter),#VALUE!,75,Headline / Summary,145
867,Fantasy Impact: Phillips signed with Washington back in May. He loses his roster spot with Washington ahead of Tuesday's deadline for rosters to be cut down to 53 players. He'll likely seek another opportunity.,#VALUE!,,Fantasy Impact,145
868,Category: Transactions,#VALUE!,,Category,145
869,Norell Pollard,#VALUE!,14,Player name,146
870,Norell Pollard released by Commanders,#VALUE!,37,Headline / Summary,146
871,"Tue, Aug 26th 4:22am EDT",21,,Date,146
872,The Commanders released DT Norell Pollard. (Source: Adam Schefter on Twitter),#VALUE!,77,Headline / Summary,146
873,Fantasy Impact: Pollard loses his roster spot with Washington ahead of Tuesday's deadline for rosters to be cut down to 53 players. He'll likely seek another opportunity.,#VALUE!,,Fantasy Impact,146
874,Category: Transactions,#VALUE!,,Category,146
875,Braylon Sanders,#VALUE!,15,Player name,147
876,Braylon Sanders released by Commanders,#VALUE!,38,Headline / Summary,147
877,"Tue, Aug 26th 4:20am EDT",21,,Date,147
878,The Commanders released WR Braylon Sanders. (Source: Adam Schefter on Twitter),#VALUE!,78,Headline / Summary,147
879,Fantasy Impact: Sanders loses his roster spot with Washington ahead of Tuesday's deadline for rosters to be cut down to 53 players. He'll likely seek another opportunity.,#VALUE!,,Fantasy Impact,147
880,Category: Transactions,#VALUE!,,Category,147
881,Mitchell Agude,#VALUE!,14,Player name,148
882,Mitchell Agude released by Lions,#VALUE!,32,Headline / Summary,148
883,"Tue, Aug 26th 4:19am EDT",21,,Date,148
884,The Lions released LB Mitchell Agude. (Source: Adam Schefter on Twitter),#VALUE!,72,Headline / Summary,148
885,Fantasy Impact: Agude had signed with Detroit back in March. He'll likely seek another opportunity on a practice squad.,#VALUE!,,Fantasy Impact,148
886,Category: Transactions,#VALUE!,,Category,148
887,Jalen Milroe,#VALUE!,12,Player name,149
888,Jalen Milroe to have package of plays this season,#VALUE!,49,Headline / Summary,149
889,"Mon, Aug 25th 10:48pm EDT",22,,Date,149
890,Seahawks coach Mike Macdonald said Jalen Milroe will have a special set of plays in the game plan with the first-team offense this season. (Source: Bob Condotta on Twitter),#VALUE!,172,Headline / Summary,149
891,Fantasy Impact: Milroe was drafted by Seattle at the end of round three. Sam Darnold has the starring job locked up this year with Milroe potentially in the game in short-yardage situations. It'll be worth monitoring to see if he potentially takes some touchdowns at the goal line from Kenneth Walker.,#VALUE!,,Fantasy Impact,149
892,Mekhi Blackmon,#VALUE!,14,Player name,150
893,Mekhi Blackmon traded to Colts,#VALUE!,30,Headline / Summary,150
894,"Mon, Aug 25th 8:27pm EDT",21,,Date,150
895,The Vikings traded CB Mekhi Blackmon to the Colts for a 2026 sixth round pick. (Source: Adam Schefter on Twitter),#VALUE!,113,Headline / Summary,150
896,Fantasy Impact: It is another trade ahead of Tuesday when rosters need to be cut down. Blackmon will add depth in the secondary for the Colts.,#VALUE!,,Fantasy Impact,150
897,Category: Transactions,#VALUE!,,Category,150
898,Blake Watson,#VALUE!,12,Player name,151
899,Blake Watson waived by Broncos,#VALUE!,30,Headline / Summary,151
900,"Mon, Aug 25th 8:25pm EDT",21,,Date,151
901,The Broncos waived RB Blake Watson. (Source: Jeremy Fowler on Twitter),#VALUE!,70,Headline / Summary,151
902,"Fantasy Impact: Watson suffered a PCL strain last week, which will lead to an injury settlement with the team. He is expected to draw some interest on waivers.",#VALUE!,,Fantasy Impact,151
903,"Category: Injury Updates, Transactions",#VALUE!,,Category,151
904,DeAndre Carter,#VALUE!,14,Player name,152
905,DeAndre Carter released by Browns,#VALUE!,33,Headline / Summary,152
906,"Mon, Aug 25th 8:24pm EDT",21,,Date,152
907,The Browns released WR and return specialist DeAndre Carter. (Source: Jordan Schultz on Twitter),#VALUE!,96,Headline / Summary,152
908,Fantasy Impact: Carter signed a one-year deal with Cleveland back in March. He spent last season with the Bears.,#VALUE!,,Fantasy Impact,152
909,Category: Transactions,#VALUE!,,Category,152
910,Teddy Bridgewater,#VALUE!,17,Player name,153
911,Teddy Bridgewater named Buccaneers backup quarterback,#VALUE!,53,Headline / Summary,153
912,"Mon, Aug 25th 8:22pm EDT",21,,Date,153
913,Teddy Bridgewater won the backup quarterback job for the Buccaneers. (Source: Jeremy Fowler on Twitter),#VALUE!,103,Headline / Summary,153
914,Fantasy Impact: Bridgewater will enter the season backing up Baker Mayfield. He came out of retirement to sign with Tampa on August 5.,#VALUE!,,Fantasy Impact,153
915,Mike White,#VALUE!,10,Player name,154
916,Mike White released by Bills,#VALUE!,28,Headline / Summary,154
917,"Mon, Aug 25th 8:20pm EDT",21,,Date,154
918,The Bills released QB Mike White. (Source: Tom Pelissero on Twitter),#VALUE!,68,Headline / Summary,154
919,Fantasy Impact: White spent last season on the Bills practice squad. He should get another opportunity on a team's practice squad.,#VALUE!,,Fantasy Impact,154
920,Category: Transactions,#VALUE!,,Category,154
921,Kyle Trask,#VALUE!,10,Player name,155
922,Kyle Trask released by Buccaneers,#VALUE!,33,Headline / Summary,155
923,"Mon, Aug 25th 8:19pm EDT",21,,Date,155
924,The Buccaneers released QB Kyle Trask. (Source: Jeremy Fowler on Twitter),#VALUE!,73,Headline / Summary,155
925,"Fantasy Impact: Trask was competing with Teddy Bridgewater for backup quarterback battle. He will revert to IR with a shoulder issue, then work out a settlement or release soon and look for a new team.",#VALUE!,,Fantasy Impact,155
926,"Category: Injury Updates, Transactions",#VALUE!,,Category,155
927,Jackson Meeks,#VALUE!,13,Player name,156
928,Jackson Meeks waived by Lions,#VALUE!,29,Headline / Summary,156
929,"Mon, Aug 25th 8:17pm EDT",21,,Date,156
930,The Lions waived WR Jackson Meeks. (Source: Nolan Bianchi on Twitter),#VALUE!,69,Headline / Summary,156
931,Fantasy Impact: Meeks is expected to re-sign with the Lions practice squad if he doesn't get claimed on waivers.,#VALUE!,,Fantasy Impact,156
932,Category: Transactions,#VALUE!,,Category,156
933,Kenny Pickett,#VALUE!,13,Player name,157
934,Kenny Pickett traded to Raiders,#VALUE!,31,Headline / Summary,157
935,"Mon, Aug 25th 8:07pm EDT",21,,Date,157
936,The Browns are trading QB Kenny Pickett to the Las Vegas Raiders. (Source: Adam Schefter on Twitter),#VALUE!,100,Headline / Summary,157
937,Fantasy Impact: Las Vegas needed a backup quarterback after losing Aidan O'Connell for 6-to-8 weeks. Dillon Gabriel and Shedeur Sanders will enter the season behind Joe Flacco in the Browns quarterback room.,#VALUE!,,Fantasy Impact,157
938,Category: Transactions,#VALUE!,,Category,157
939,Audric Estime,#VALUE!,13,Player name,158
940,Audric Estime waived by Broncos,#VALUE!,31,Headline / Summary,158
941,"Mon, Aug 25th 6:28pm EDT",21,,Date,158
942,The Broncos waived RB Audric Estime. (Source: Mike Klis on Twitter),#VALUE!,67,Headline / Summary,158
943,Fantasy Impact: Estime was unable to earn a depth role in the Broncos backfield. He could draw some interest on waivers.,#VALUE!,,Fantasy Impact,158
944,Category: Transactions,#VALUE!,,Category,158
945,Amari Cooper,#VALUE!,12,Player name,159
946,Amari Cooper signs one-year deal with Raiders,#VALUE!,45,Headline / Summary,159
947,"Mon, Aug 25th 5:45pm EDT",21,,Date,159
948,The Raiders signed free agent WR Amari Cooper to a one-year contract. (Source: Jordan Schultz on Twitter),#VALUE!,105,Headline / Summary,159
949,"Fantasy Impact: Cooper lands in Las Vegas on the same day Jakobi Meyers requested a trade. He is on the older side, but he still enters a favorable situation in a shallow Raiders wide receiver room, especially if Meyers is traded.",#VALUE!,,Fantasy Impact,159
950,Category: Transactions,#VALUE!,,Category,159
951,Trey Hendrickson,#VALUE!,16,Player name,160
952,"Trey Hendrickson ends holdout, agrees to pay raise with Bengals",#VALUE!,63,Headline / Summary,160
953,"Mon, Aug 25th 5:28pm EDT",21,,Date,160
954,Trey Hendrickson and the Bengals reached agreement on a $14 million raise for this season. (Source: Adam Schefter on Twitter),#VALUE!,125,Headline / Summary,160
955,Fantasy Impact: Hendrickson will officially end his holdout. The agreement will boost his 2025 salary to $30 million dollars. He is still scheduled to become an unrestricted free agent after this season.,#VALUE!,,Fantasy Impact,160
956,Category: Transactions,#VALUE!,,Category,160
957,Mark Andrews,#VALUE!,12,Player name,161
958,Mark Andrews expected to return to practice next week,#VALUE!,53,Headline / Summary,161
959,"Mon, Aug 25th 4:51pm EDT",21,,Date,161
960,Ravens coach John Harbaugh said he expects Mark Andrews to return to practice next week. (Source: Jamison Hensley on Twitter),#VALUE!,125,Headline / Summary,161
961,Fantasy Impact: Andrews has been sidelined from practice since last week. He should have enough time to be ready for the season opener against the Bills.,#VALUE!,,Fantasy Impact,161
962,Category: Injury Updates,#VALUE!,,Category,161
963,Jaylen Wright,#VALUE!,13,Player name,162
964,Jaylen Wright not expected to be available Week 1,#VALUE!,49,Headline / Summary,162
965,"Mon, Aug 25th 4:50pm EDT",21,,Date,162
966,Dolphins coach Mike McDaniel said he doesn’t expect Dolphins RB Jaylen Wright to be available for Week 1. (Source: Marcel Louis-Jacques on Twitter),#VALUE!,147,Headline / Summary,162
967,Fantasy Impact: It is not expected to be a long absence for Wright. It will be rookie Ollie Gordon as the backup in the Dolphins backfield to open the season.,#VALUE!,,Fantasy Impact,162
968,Category: Injury Updates,#VALUE!,,Category,162
969,Darren Waller,#VALUE!,13,Player name,163
970,Darren Waller to ramp up in practice this week,#VALUE!,46,Headline / Summary,163
971,"Mon, Aug 25th 4:47pm EDT",21,,Date,163
972,Dolphins coach Mike McDaniel said Darren Waller is expected to ramp up this week in practice. (Source: Marcel Louis-Jacques on Twitter),#VALUE!,135,Headline / Summary,163
973,Fantasy Impact: It is the second week off the PUP list for Waller. He should be available for the start of the season. His exact role remains unclear.,#VALUE!,,Fantasy Impact,163
974,McTelvin Agim,#VALUE!,13,Player name,164
975,McTelvin Agim released by Bengals,#VALUE!,33,Headline / Summary,164
976,"Mon, Aug 25th 4:45pm EDT",21,,Date,164
977,The Bengals released veteran DT McTelvin Agim. (Source: Around the NFL on Twitter),#VALUE!,82,Headline / Summary,164
978,Fantasy Impact: Agim signed with the Bengals back in July. He'll likely seek another opportunity ahead of the season.,#VALUE!,,Fantasy Impact,164
979,Category: Transactions,#VALUE!,,Category,164
980,Anthony Pittman,#VALUE!,15,Player name,165
981,Anthony Pittman released by Lions,#VALUE!,33,Headline / Summary,165
982,"Mon, Aug 25th 4:43pm EDT",21,,Date,165
983,The Lions released Anthony Pittman. (Source: Dave Birkett on Twitter),#VALUE!,69,Headline / Summary,165
984,Fantasy Impact: Lions coachDan Campbell mentioned Pittman's story earlier as an example of someone teams my let go and then need later in the year. He should eventually get another opportunity.,#VALUE!,,Fantasy Impact,165
985,Category: Transactions,#VALUE!,,Category,165
986,John Wolford,#VALUE!,12,Player name,166
987,John Wolford released by Jaguars,#VALUE!,32,Headline / Summary,166
988,"Mon, Aug 25th 4:41pm EDT",21,,Date,166
989,The Jaguars released QB John Wolford. (Source: Jeremy Fowler on Twitter),#VALUE!,72,Headline / Summary,166
990,Fantasy Impact: Wolford will likely seek a depth role with another team.,#VALUE!,,Fantasy Impact,166
991,Category: Transactions,#VALUE!,,Category,166
992,Michael Gallup,#VALUE!,14,Player name,167
993,Michael Gallup released by Commanders,#VALUE!,37,Headline / Summary,167
994,"Mon, Aug 25th 4:38pm EDT",21,,Date,167
995,The Washington Commanders released WR Michael Gallup. (Source: Adam Schefter on Twitter),#VALUE!,88,Headline / Summary,167
996,Fantasy Impact: Gallup had signed with Washington earlier in the offseason. He figures to likely seek another opportunity.,#VALUE!,,Fantasy Impact,167
997,Category: Transactions,#VALUE!,,Category,167
998,Joe Mixon,#VALUE!,9,Player name,168
999,Joe Mixon (foot) will open season on NFI list,#VALUE!,45,Headline / Summary,168
1000,"Mon, Aug 25th 4:18pm EDT",21,,Date,168
1001,The Houston Texans are not elevating running back Joe Mixon from the non-football injury (NFI) list ahead of the start of the season. He will miss at least the first four games. (Source: Houston Texans on Twitter),#VALUE!,213,Headline / Summary,168
1002,"Fantasy Impact: Mixon has been dealing with a bit of a mysterious foot injury; there have been very few details about the nature and severity of his injury, and reports have been conflicting. The drumbeat seemed to indicate he would not be ready for Week 1, and with him starting the season on the NFI, he will not be eligible to return to practice or games until after the team's fourth game. The starting job will likely come between Nick Chubb and Dameon Pierce, with rookie Woody Marks and Dare Ogunbowale potentially getting passing-down work.",#VALUE!,,Fantasy Impact,168
1003,"Category: Injury Updates, Transactions",#VALUE!,,Category,168
1004,Bailey Zappe,#VALUE!,12,Player name,169
1005,Bailey Zappe waived by Chiefs,#VALUE!,29,Headline / Summary,169
1006,"Mon, Aug 25th 4:11pm EDT",21,,Date,169
1007,The Kansas City Chiefs are waiving quarterback Bailey Zappe ahead of the 53-man roster deadline. (Source: Tom Pelissero on Twitter),#VALUE!,131,Headline / Summary,169
1008,"Fantasy Impact: Zappe is not a typical fourth-round pick in terms of NFL opportunity and college production. After a record-breaking senior season at Western Kentucky, he ended up starting six games in his first two seasons in New England, playing alongside Mac Jones. He started one game in Cleveland in 2024 before heading to Kansas City this offseason. He could return to their practice squad as the emergency third quarterback.",#VALUE!,,Fantasy Impact,169
1009,Category: Transactions,#VALUE!,,Category,169
1010,Hendon Hooker,#VALUE!,13,Player name,170
1011,Hendon Hooker waived by Detroit Lions,#VALUE!,37,Headline / Summary,170
1012,"Mon, Aug 25th 4:07pm EDT",21,,Date,170
1013,The Detroit Lions are waiving third-year quarterback Hendon Hooker ahead of the 53-man roster deadline. (Source: Jordan Schultz on Twitter),#VALUE!,139,Headline / Summary,170
1014,"Fantasy Impact: Hooker was a third-round selection out of Tennessee, but he never got much opportunity in the NFL playing behind Jared Goff and missing his rookie season due to injury. However, he did struggle in the preseason and has dealt with health concerns. At 27 years old, he's not as young as other third-year players but could find a new opportunity elsewhere as a QB2.",#VALUE!,,Fantasy Impact,170
1015,Category: Transactions,#VALUE!,,Category,170
1016,Jaydon Blue,#VALUE!,11,Player name,171
1017,Jaydon Blue (ankle) practicing Monday,#VALUE!,37,Headline / Summary,171
1018,"Mon, Aug 25th 3:28pm EDT",21,,Date,171
1019,Jaydon Blue (ankle) is practicing for the Cowboys on Monday. (Source: Nick Harris on Twitter),#VALUE!,93,Headline / Summary,171
1020,"Fantasy Impact: The rookie running back recently suffered a low-ankle sprain, but it doesn't seem to be a serious issue and he was able to participate at practice on Monday. His status for Week 1 has yet to be determined officially, but this is a good sign that he will be ready to make his season debut in the NFL's season opener on September 4th.",#VALUE!,,Fantasy Impact,171
